,ad_num,company,model,price,engine,year,hand,km,eng_kind,test,current_owner,prev_owner,צבע,gearbox,trader,area,sub_area,price_list,price_list_url
0,99083538,ב.מ.וו, X5,,1997.0,2017,2,93000,3,02/2024,0,6,אפור,0,0,2,גני תקווה,,https://www.yad2.co.il/price-list/sub-model/29550/2017
1,65146899,ג'יפ / Jeep, גרנד צ'ירוקי,140000.0,3604.0,2017,2,95000,7,05/2023,0,6,שחור,0,0,2,מודיעין מכבים רעות,,https://www.yad2.co.il/price-list/sub-model/29738/2017
2,73811682,ג'יפ / Jeep, רנגלר ארוך,268000.0,1995.0,2021,2,29000,7,03/2024,0,0,לבן,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/34389/2021
3,77276021,מיצובישי, אאוטלנדר PHEV,149000.0,2360.0,2020,2,74000,3,12/2023,0,0,לבן,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/32367/2020
4,55670284,שברולט, טרייל בלייזר,145000.0,1341.0,2022,1,17000,7,01/2024,0,0,שחור,0,0,2,רמלה,,https://www.yad2.co.il/price-list/sub-model/34528/2022
5,93516523,וולוו, XC60,250000.0,1969.0,2022,2,30000,7,01/2024,0,0,אפור,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/34495/2022
6,91102050,קיה, ספורטז',95000.0,1999.0,2017,1,100000,7,01/2024,0,0,לבן,0,0,2,באר יעקב,,https://www.yad2.co.il/price-list/sub-model/28656/2017
7,99595188,קיה, ספורטז',61000.0,1591.0,2015,2,112000,7,08/2023,0,0,לבן,0,0,2,ראשון לציון,,https://www.yad2.co.il/price-list/sub-model/30175/2015
8,68824067,מיצובישי, אאוטלנדר,101000.0,1998.0,2016,1,92000,7,05/2024,0,0,לבן,0,0,2,יהוד מונוסון,,https://www.yad2.co.il/price-list/sub-model/26359/2016
9,78325029,איסוזו, טרופר קצר,17000.0,3494.0,1999,6,300000,7,07/2023,0,0,אדום,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/23455/1999
10,43104668,ניסאן, קשקאי,65000.0,1197.0,2016,2,100000,7,03/2024,0,0,כחול,0,0,2,ראש העין,,https://www.yad2.co.il/price-list/sub-model/29834/2016
11,71076975,הונדה, HR-V,83000.0,1498.0,2018,2,91000,7,12/2023,0,0,שחור,0,0,2,מודיעין מכבים רעות,,https://www.yad2.co.il/price-list/sub-model/33501/2018
12,75973666,אאודי, E-tron,433000.0,,2021,1,12000,2,07/2023,0,0,לבן,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/34358/2021
13,61237674,סובארו, פורסטר,90000.0,1995.0,2016,2,134000,7,05/2024,0,0,כסוף,0,0,2,כפר סירקין,,https://www.yad2.co.il/price-list/sub-model/26970/2016
14,97531975,פורד, אקספלורר,27500.0,4601.0,2006,5,420000,7,01/2024,0,0,שחור,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/22829/2006
15,99506411,יונדאי, טוסון,138000.0,1591.0,2020,1,48000,7,01/2024,0,0,שחור,0,0,2,בת ים,,https://www.yad2.co.il/price-list/sub-model/32108/2020
16,67783582,סקודה, ייטי / Yeti,57000.0,1197.0,2016,2,159000,7,05/2023,0,0,אפור,0,0,2,חולון,,https://www.yad2.co.il/price-list/sub-model/27825/2016
17,82056542,וולוו, XC40,290000.0,1477.0,2022,1,24000,3,02/2024,0,0,כסף,0,0,2,יגל,,https://www.yad2.co.il/price-list/sub-model/34121/2022
18,54433023,וולוו, XC90,18000.0,3192.0,2007,2,220000,7,08/2023,0,0,אפור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/21667/2007
19,44552881,קיה, ספורטז',89500.0,1999.0,2017,2,69500,7,04/2023,0,1,לבן,0,0,2,גבעת שמואל,,https://www.yad2.co.il/price-list/sub-model/28656/2017
20,76786003,יונדאי, סנטה פה,85000.0,2359.0,2014,2,144000,7,04/2024,0,0,לבן,0,0,2,ראשון לציון,,https://www.yad2.co.il/price-list/sub-model/26322/2014
21,89462740,אאודי, Q3,185000.0,1498.0,2019,1,29000,7,09/2023,0,0,שחור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/32897/2019
22,69478712,מיצובישי, אאוטלנדר,139000.0,1998.0,2020,2,60000,7,02/2024,0,0,שחור,0,0,2,אלעד,,https://www.yad2.co.il/price-list/sub-model/26359/2020
23,51845787,לנד רובר, ריינג' רובר ספורט,,1997.0,2020,1,69000,3,12/2023,0,0,לבן,0,0,2,סביון,,https://www.yad2.co.il/price-list/sub-model/35966/2020
24,45272468,סוזוקי, ויטרה,75000.0,1586.0,2016,1,63000,7,04/2024,0,0,אדום,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/27877/2016
25,54112516,לקסוס, UX,180000.0,1987.0,2021,1,49000,7,01/2024,0,0,שחור,0,0,2,ראש העין,,https://www.yad2.co.il/price-list/sub-model/32561/2021
26,46502111,טויוטה, לנד קרוזר ארוך,,2982.0,2011,2,184000,6,05/2023,0,9,כסף,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/25557/2011
27,86851246,שברולט, טראקס,35000.0,1364.0,2014,1,115000,7,09/2023,0,9,שחור,0,0,2,בת ים,,https://www.yad2.co.il/price-list/sub-model/28522/2014
28,43729896,יונדאי, iX35,48000.0,1998.0,2011,1,105000,7,05/2023,0,9,שחור,0,0,2,אור יהודה,,https://www.yad2.co.il/price-list/sub-model/25112/2011
29,89713598,יונדאי, טוסון,101000.0,1999.0,2016,1,14505,7,07/2023,0,9,אפור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/27939/2016
30,83293732,סקודה, קודיאק,182000.0,1498.0,2019,1,22000,7,11/2023,0,9,לבן,0,0,2,אלעד,,https://www.yad2.co.il/price-list/sub-model/32104/2019
31,65853707,ג'נסיס, GV60,314000.0,,2022,1,10000,2,07/2023,0,9,לבן,0,0,2,ראש העין,,https://www.yad2.co.il/price-list/sub-model/37483/2022
32,67071551,סקודה, קארוק,119000.0,1498.0,2020,1,55000,7,01/2024,0,9,אפור,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/31219/2020
33,91967450,סובארו, פורסטר,149000.0,2498.0,2020,1,46000,7,11/2023,0,9,לבן,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/32149/2020
34,58394375,אאודי, Q3,58300.0,1984.0,2012,1,154000,7,08/2023,0,9,לבן,0,0,2,ראשון לציון,,https://www.yad2.co.il/price-list/sub-model/26234/2012
35,52185775,יונדאי, טוסון,121000.0,1999.0,2018,2,89500,7,02/2024,0,0,לבן,0,0,2,באר יעקב,,https://www.yad2.co.il/price-list/sub-model/33015/2018
36,97697062,מרצדס, GLE קופה,589000.0,1991,2021,2,40000,3,04/2023,0,0,לבן,0,0,2,חולון,,https://www.yad2.co.il/price-list/sub-model/35771/2021
37,67071551,סקודה, קארוק,119000.0,1498,2020,1,55000,7,01/2024,0,0,אפור,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/31219/2020
38,71441057,מיצובישי, אאוטלנדר,103000.0,1998,2016,2,60000,7,11/2023,0,0,שחור,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/26359/2016
39,53677801,ניסאן, קשקאי,84000.0,1197,2017,1,92000,7,03/2024,0,0,לבן,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/29227/2017
40,94621193,מרצדס, GLE קופה,299000.0,2996,2017,2,100000,7,01/2024,0,0,לבן,0,0,2,ראשון לציון,,https://www.yad2.co.il/price-list/sub-model/27921/2017
41,99023340,קיה, ספורטז',68000.0,1591,2016,2,138000,7,08/2023,0,0,לבן,0,0,2,גני תקווה,,https://www.yad2.co.il/price-list/sub-model/27479/2016
42,79661878,מיצובישי, פג'רו ארוך,35000.0,3200,2001,4,320000,6,10/2023,0,0,כסוף,0,0,2,כפר קאסם,,https://www.yad2.co.il/price-list/sub-model/23494/2001
43,83293732,סקודה, קודיאק,182000.0,1498,2019,1,22000,7,11/2023,0,0,לבן,0,0,2,אלעד,,https://www.yad2.co.il/price-list/sub-model/32104/2019
44,43380383,מיצובישי, אאוטלנדר,87000.0,1998,2016,2,106000,7,04/2024,0,0,אפור,0,0,2,משמר דוד,,https://www.yad2.co.il/price-list/sub-model/30924/2016
45,62485609,מיצובישי, ASX,123000.0,1998,2021,1,36200,7,03/2024,0,0,לבן,0,0,2,ראש העין,,https://www.yad2.co.il/price-list/sub-model/36423/2021
46,86590023,טויוטה, RAV4 הייבריד,,2494,2017,2,75000,7,07/2023,0,0,לבן,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/29886/2017
47,45234909,שברולט, טראוורס,160000.0,3564,2018,1,90400,7,04/2023,0,0,לבן,0,0,2,ראשון לציון,,https://www.yad2.co.il/price-list/sub-model/30418/2018
48,94921914,ג'יפ / Jeep, רנגלר ארוך,345000.0,1995,2021,1,40000,7,02/2024,0,0,שחור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/32373/2021
49,84143643,ניסאן, קשקאי,39500.0,1997,2013,2,152353,7,04/2024,0,1,שחור,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/25394/2013
50,74045095,מיצובישי, אאוטלנדר PHEV,160000.0,2360,2019,1,54500,3,07/2023,0,1,לבן,0,0,2,לוד,,https://www.yad2.co.il/price-list/sub-model/32368/2019
51,64286690,ג'נסיס, GV80,490000.0,2996,2022,1,9000,6,03/2025,0,1,שחור,0,0,2,חולון,,https://www.yad2.co.il/price-list/sub-model/34904/2022
52,87100596,פורשה, קאיין,113300.0,3598,2011,2,80350,7,10/2023,0,0,לבן,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/25971/2011
53,64917650,קיה, ספורטז',125000.0,1598,2020,1,48680,6,01/2024,0,0,לבן,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/32343/2020
54,64338523,ג'יפ / Jeep, רנגלר ארוך,339000.0,1995.0,2022,1,11000,7,05/2023,0,,לבן,0,0,2,חולון,,https://www.yad2.co.il/price-list/sub-model/34662/2022
55,59081962,קיה, ספורטז',,1591.0,2019,1,99000,7,06/2023,0,,לבן,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/28558/2019
56,62303494,אאודי, E-tron,428000.0,,2022,2,34000,2,01/2024,0,0.0,שחור,0,0,2,ראשון לציון,,https://www.yad2.co.il/price-list/sub-model/34358/2022
57,66837942,וולוו, XC60,210000.0,1969.0,2019,1,54800,7,07/2023,0,0.0,לבן,0,0,2,רמלה,,https://www.yad2.co.il/price-list/sub-model/30632/2019
58,53319195,הונדה, CR-V,28000.0,1997.0,2008,4,200000,7,07/2023,0,0.0,כחול,0,0,2,ראש העין,,https://www.yad2.co.il/price-list/sub-model/21231/2008
59,75034523,טויוטה, לנד קרוזר קצר,195000.0,2982.0,2013,3,150000,6,06/2023,0,0.0,לבן,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/25559/2013
60,91582746,מרצדס, ML Class,69400.0,2987.0,2011,6,211900,6,06/2023,0,0.0,שחור,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/24596/2011
61,86636569,ניסאן, אקס טרייל,78500.0,1598.0,2016,1,147000,6,09/2023,0,0.0,כחול,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/27956/2016
62,83937122,ג'יפ / Jeep, רנגלר ארוך,455000.0,1995.0,2022,1,31000,3,03/2024,0,0.0,אפור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/36310/2022
63,77008917,מיצובישי, אאוטלנדר,,2268.0,2014,2,260000,6,01/2024,0,0.0,לבן,0,0,2,ראשון לציון,,https://www.yad2.co.il/price-list/sub-model/27853/2014
64,68515981,וולוו, XC40,279000.0,1477.0,2023,1,3400,3,12/2023,0,0.0,שחור,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/37118/2023
65,69251678,מרצדס, GLC,190000.0,2143.0,2017,3,150000,6,02/2024,0,0.0,לבן,0,0,2,רמלה,,https://www.yad2.co.il/price-list/sub-model/27914/2017
66,44791239,יונדאי, טוסון,75000.0,1591.0,2016,2,80000,7,01/2024,0,0.0,לבן,0,0,2,בת ים,,https://www.yad2.co.il/price-list/sub-model/27938/2016
67,42075405,ג'יפ / Jeep, גרנד צ'ירוקי,139000.0,3604.0,2014,2,118000,7,01/2024,0,6.0,ברונזה,0,0,2,גבעתיים,,https://www.yad2.co.il/price-list/sub-model/26893/2014
68,83195278,ב.מ.וו, X5,60000.0,2996.0,2008,4,190000,7,01/2024,0,0.0,שחור,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/31643/2008
69,75016891,ניסאן, קשקאי,73000.0,1197.0,2015,2,79000,7,05/2023,0,0.0,לבן,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/29834/2015
70,85300117,סקודה, קודיאק,167000.0,1498.0,2021,2,20000,7,06/2023,0,9.0,כסוף,0,0,2,גני תקווה,,https://www.yad2.co.il/price-list/sub-model/36014/2021
71,61863465,יונדאי, טוסון,,1999.0,2020,1,20000,7,11/2023,0,9.0,שחור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/36576/2020
72,73384797,ניסאן, קשקאי,75000.0,1197,2017,1,70700,7,01/2024,0,,לבן,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/28756/2017
73,85300117,סקודה, קודיאק,167000.0,1498,2021,2,20000,7,06/2023,0,9.0,כסוף,0,0,2,גני תקווה,,https://www.yad2.co.il/price-list/sub-model/36014/2021
74,61863465,יונדאי, טוסון,,1999,2020,1,20000,7,11/2023,0,9.0,שחור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/36576/2020
75,56060938,קיה, ספורטז',99000.0,1598,2020,1,108000,6,01/2024,0,9.0,לבן,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/32343/2020
76,73057164,ניסאן, אקס טרייל,110000.0,1598,2017,1,129000,6,06/2023,0,9.0,כחול,0,0,2,קרית אונו,,https://www.yad2.co.il/price-list/sub-model/29354/2017
77,68913231,מאזדה, CX-5,102000.0,1998,2017,2,56353,7,02/2024,0,0.0,לבן,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/27738/2017
78,67695410,יונדאי, טוסון,108000.0,1999,2018,2,105000,7,08/2023,0,0.0,אפור,0,0,2,שוהם,,https://www.yad2.co.il/price-list/sub-model/30483/2018
79,48669268,סובארו, פורסטר,85000.0,1995,2017,1,132000,7,02/2024,0,0.0,אפור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/29073/2017
80,49764677,ב.מ.וו, X1,155000.0,1499,2018,1,88000,7,11/2023,0,0.0,לבן,0,0,2,ישרש,,https://www.yad2.co.il/price-list/sub-model/30497/2018
81,93788907,ב.מ.וו, X3,215000.0,1998,2018,1,34000,7,07/2023,0,0.0,לבן,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/31122/2018
82,86915308,מרצדס, GLC-Class קופה,491000.0,1991,2022,1,8000,3,10/2023,0,0.0,אפור,0,0,2,חולון,,https://www.yad2.co.il/price-list/sub-model/36525/2022
83,58627504,מיצובישי, אאוטלנדר,96000.0,1998,2016,2,120000,7,06/2023,0,1.0,שחור,0,0,2,חולון,,https://www.yad2.co.il/price-list/sub-model/27852/2016
84,52616157,מאזדה, CX-5,155000.0,1998,2021,2,45000,7,07/2023,0,0.0,אפור,0,0,2,אזור,,https://www.yad2.co.il/price-list/sub-model/30167/2021
85,91980491,יונדאי, טוסון,85000.0,1999,2016,2,94200,7,04/2024,0,0.0,כסוף,0,0,2,קרית אונו,,https://www.yad2.co.il/price-list/sub-model/27939/2016
86,76394100,טויוטה, לנד קרוזר ארוך,335000.0,2755,2020,1,100000,6,01/2024,0,0.0,לבן,0,0,2,נחשונים,,https://www.yad2.co.il/price-list/sub-model/31778/2020
87,92043131,ג'יפ / Jeep, גרנד צ'ירוקי,,6417,2021,1,25000,7,03/2024,0,0.0,לבן,0,0,2,ראש העין,,https://www.yad2.co.il/price-list/sub-model/33789/2021
88,44872289,מיצובישי, אאוטלנדר PHEV,103000.0,1998,2015,1,25000,3,05/2024,0,0.0,שחור,0,0,2,מודיעין מכבים רעות,,https://www.yad2.co.il/price-list/sub-model/27224/2015
89,71505629,ב.מ.וו, X6,,2998,2022,1,27000,7,02/2024,0,0.0,לבן,0,0,2,חולון,,https://www.yad2.co.il/price-list/sub-model/37467/2022
90,93561443,יונדאי, iX35,65000,1999.0,2015,2,170000,7,03/2024,0,1,שחור,0,0,2,ראשון לציון,,https://www.yad2.co.il/price-list/sub-model/26561/2015
91,75073451,סקודה, קודיאק,181300,1498.0,2021,1,30000,7,03/2024,0,1,כחול,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/32104/2021
92,75799264,אאודי, Q7,319000,2967.0,2019,1,80000,1,02/2024,0,1,אפור,0,0,2,מודיעין מכבים רעות,,https://www.yad2.co.il/price-list/sub-model/30733/2019
93,75516150,מרצדס, GLE,460000,2925.0,2021,2,45000,6,04/2024,0,0,שחור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/35226/2021
94,41761775,סובארו, פורסטר,147000,2498.0,2019,1,48000,7,11/2023,0,0,שחור,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/32149/2019
95,86642729,אאודי, E-tron,360000,,2020,1,26500,2,12/2023,0,0,אפור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/32537/2020
96,66016989,מיצובישי, אאוטלנדר,66000,1998.0,2016,2,160000,7,08/2023,0,1,לבן,0,0,2,חולון,,https://www.yad2.co.il/price-list/sub-model/30924/2016
97,94371574,טויוטה, RAV4 הייבריד,182000,2487.0,2020,1,68000,7,02/2024,0,1,לבן,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/32298/2020
98,76809280,אאודי, Q3,72500,1984.0,2014,3,160000,7,01/2024,0,0,שחור,0,0,2,ראשון לציון,,https://www.yad2.co.il/price-list/sub-model/26234/2014
99,53342296,מיצובישי, אקליפס קרוס,109000,1499.0,2019,1,37500,7,01/2024,0,0,לבן,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/30981/2019
100,45269885,טויוטה, לנד קרוזר ארוך,260000,2982.0,2014,2,203000,6,01/2024,0,0,לבן,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/27015/2014
101,42497011,קאדילק, XT5,170000,3649.0,2018,2,47000,7,10/2023,0,3,שחור,0,0,2,בית חשמונאי,,https://www.yad2.co.il/price-list/sub-model/29279/2018
102,43781326,מאזדה, CX-5,94000,1998.0,2016,2,86000,7,08/2023,0,0,שחור,0,0,2,יהוד מונוסון,,https://www.yad2.co.il/price-list/sub-model/27738/2016
103,57025763,פורד, אקספלורר,155000,3497.0,2016,1,64000,7,07/2023,0,0,כסוף,0,0,2,יהוד מונוסון,,https://www.yad2.co.il/price-list/sub-model/28021/2016
104,74328357,קיה, ספורטז',61000,1591.0,2015,2,147000,7,05/2023,0,0,לבן,0,0,2,מודיעין מכבים רעות,,https://www.yad2.co.il/price-list/sub-model/30175/2015
105,57152729,יונדאי, טוסון,91000,1591.0,2017,1,61500,7,10/2024,0,0,אפור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/27938/2017
106,78948301,לנד רובר, דיסקברי ספורט,343000,1997.0,2021,1,34500,7,10/2024,0,0,לבן,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/33325/2021
107,82174930,מאזדה, CX-5,111000,1998.0,2018,1,96000,7,02/2024,0,0,אפור,0,0,2,בת ים,,https://www.yad2.co.il/price-list/sub-model/30167/2018
108,78948301,לנד רובר, דיסקברי ספורט,343000.0,1997.0,2021,1,34500,7,,0,,לבן,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/33325/2021
109,57025763,פורד, אקספלורר,155000.0,3497.0,2016,1,64000,7,07/2023,0,,כסוף,0,0,2,יהוד מונוסון,,https://www.yad2.co.il/price-list/sub-model/28021/2016
110,57152729,יונדאי, טוסון,91000.0,1591.0,2017,1,61500,7,10/2024,0,,אפור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/27938/2017
111,78839071,וולוו, XC60,291000.0,1969.0,2019,1,41500,3,11/2023,0,,שחור,0,0,2,מודיעין מכבים רעות,,https://www.yad2.co.il/price-list/sub-model/32415/2019
112,48930148,טויוטה, לנד קרוזר ארוך,185000.0,2982.0,2010,3,280000,6,12/2023,0,0.0,אפור,0,0,2,מודיעין מכבים רעות,,https://www.yad2.co.il/price-list/sub-model/24829/2010
113,61270019,מאזדה, CX-5,82000.0,1998.0,2015,1,78900,7,04/2024,0,0.0,כחול,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/26117/2015
114,97046374,יונדאי, סנטה פה,193000.0,2359.0,2020,2,56000,7,01/2024,0,0.0,לבן,0,0,2,שוהם,,https://www.yad2.co.il/price-list/sub-model/32070/2020
115,71673512,יונדאי, טוסון,,1999.0,2019,1,28000,7,01/2024,0,0.0,לבן,0,0,2,קרית אונו,,https://www.yad2.co.il/price-list/sub-model/30484/2019
116,54194926,פורד, אקספלורר,385000.0,3000.0,2023,1,6500,7,02/2026,0,0.0,אפור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/34873/2023
117,85024942,וולוו, XC60,299000.0,1969.0,2020,1,44000,3,07/2023,0,0.0,שחור,0,0,2,חולון,,https://www.yad2.co.il/price-list/sub-model/32415/2020
118,85525328,טויוטה, RAV4 הייבריד,161000.0,2487.0,2019,1,82000,7,01/2024,0,0.0,שחור,0,0,2,ראשון לציון,,https://www.yad2.co.il/price-list/sub-model/32201/2019
119,95535702,מיצובישי, ASX,118000.0,1998.0,2021,1,17000,7,05/2024,0,0.0,כסוף,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/30922/2021
120,68009284,מיצובישי, אאוטלנדר,106000.0,1998.0,2018,3,130000,7,01/2024,3,0.0,לבן,0,0,2,ראש העין,,https://www.yad2.co.il/price-list/sub-model/27846/2018
121,53536082,מיצובישי, אקליפס קרוס,116000.0,1499.0,2020,1,53000,7,01/2024,0,0.0,שחור,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/30980/2020
122,47726557,מאזדה, CX-30,125000.0,1998.0,2020,2,30000,7,02/2024,0,1.0,אפור,0,0,2,גבעתיים,,https://www.yad2.co.il/price-list/sub-model/33453/2020
123,64429081,מיצובישי, אקליפס קרוס,102900.0,1499.0,2018,2,43000,7,08/2023,0,1.0,כסוף,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/30981/2018
124,61726004,ג'נסיס, GV60,395770.0,,2022,2,9500,2,11/2023,0,9.0,שחור,0,0,2,ראשון לציון,,https://www.yad2.co.il/price-list/sub-model/37495/2022
125,78989636,ג'יפ / Jeep, גרנד צ'ירוקי,215000.0,3604.0,2019,1,86000,7,10/2023,0,9.0,לבן,0,0,2,ראש העין,,https://www.yad2.co.il/price-list/sub-model/31023/2019
126,78989636,ג'יפ / Jeep, גרנד צ'ירוקי,215000,3604,2019,1,86000,7,10/2023,0,,לבן,0,0,2,ראש העין,,https://www.yad2.co.il/price-list/sub-model/31023/2019
127,63230813,פורד, אקספלורר,133500,3497,2015,2,139000,7,09/2023,0,0.0,לבן,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/28031/2015
128,59318165,ניסאן, קשקאי,57000,1197,2015,3,101000,7,04/2024,0,0.0,לבן,0,0,2,באר יעקב,,https://www.yad2.co.il/price-list/sub-model/28756/2015
129,48011449,מרצדס, GLC-Class קופה,480000,1991,2023,1,1000,3,02/2026,0,0.0,שחור,0,0,2,ראשון לציון,,https://www.yad2.co.il/price-list/sub-model/34672/2023
130,57446392,לקסוס, NX,149000,1998,2018,2,125000,7,04/2024,0,0.0,לבן,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/27528/2018
131,73084575,פיג'ו, 2008,93000,1199,2020,1,65000,7,08/2023,0,0.0,לבן,0,0,2,כפר קאסם,,https://www.yad2.co.il/price-list/sub-model/33769/2020
132,89572888,קאדילק, XT4,189000,1977,2019,1,42000,7,08/2023,0,0.0,לבן,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/32966/2019
133,95141448,ג'יפ / Jeep, גרנד צ'ירוקי,215000,3604,2020,1,53400,7,06/2023,0,0.0,לבן,0,0,2,חולון,,https://www.yad2.co.il/price-list/sub-model/34663/2020
134,72797898,טויוטה, לנד קרוזר ארוך,92000,2982,2005,2,435000,6,05/2023,0,0.0,חום,0,0,2,בן שמן,,https://www.yad2.co.il/price-list/sub-model/22717/2005
135,49528578,יונדאי, טוסון,120000,1999,2018,3,43000,7,02/2024,0,0.0,לבן,0,0,2,ראשון לציון,,https://www.yad2.co.il/price-list/sub-model/30483/2018
136,67339888,ב.מ.וו, X4,140000,1997,2015,3,100000,7,02/2024,0,0.0,שחור,0,0,2,בת ים,,https://www.yad2.co.il/price-list/sub-model/27325/2015
137,78344762,מרצדס, G Class,600000,3982,2017,2,68000,7,02/2024,0,0.0,אפור,0,0,2,רמת גן,,https://www.yad2.co.il/price-list/sub-model/28772/2017
138,61868583,קופרה, פורמנטור,181500,1498,2022,1,19202,7,04/2024,0,0.0,לבן,0,0,2,אור יהודה,,https://www.yad2.co.il/price-list/sub-model/35190/2022
139,71854890,קיה, ספורטז',114000,1999,2019,1,31000,7,05/2023,0,0.0,כחול,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/28656/2019
140,76963139,מיצובישי, אקליפס קרוס,120000,1499,2020,1,75000,7,05/2023,0,0.0,אפור,0,0,2,חולון,,https://www.yad2.co.il/price-list/sub-model/30981/2020
141,75081669,אאודי, Q5,179000,1984,2017,1,107000,7,10/2023,0,0.0,שחור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/30427/2017
142,86952827,מיצובישי, אקליפס קרוס,160000,1499,2021,1,9500,7,02/2024,0,0.0,לבן,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/30981/2021
143,97255918,סקודה, קודיאק,170000,1498,2021,1,42000,7,02/2024,0,0.0,לבן,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/32104/2021
144,58286035,פורד, אקספלורר,105000.0,3497,2014,3,160000,7,09/2023,0,0,לבן,0,0,2,אור יהודה,,https://www.yad2.co.il/price-list/sub-model/25651/2014
145,63517934,סוזוקי, ג'ימני,155000.0,1462,2021,1,17000,7,09/2024,0,0,שחור,0,0,2,תל אביב יפו,,https://www.yad2.co.il/price-list/sub-model/34773/2021
146,71854890,קיה, ספורטז',114000.0,1999,2019,1,31000,7,05/2023,0,0,כחול,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/28656/2019
147,95146985,סוזוקי, ג'ימני,,1328,2003,6,270000,7,05/2023,0,0,אפור,0,0,2,כפר קאסם,,https://www.yad2.co.il/price-list/sub-model/23527/2003
148,61868583,קופרה, פורמנטור,181500.0,1498,2022,1,19202,7,04/2024,0,0,לבן,0,0,2,אור יהודה,,https://www.yad2.co.il/price-list/sub-model/35190/2022
149,72890698,מרצדס, GLE קופה,349000.0,2987,2018,2,149000,6,04/2023,0,0,לבן,0,0,2,פתח תקווה,,https://www.yad2.co.il/price-list/sub-model/27919/2018
