,ad_num,company,model,price,engine,year,hand,km,eng_kind,test,current_owner,prev_owner,color,gearbox,trader,area,sub_area,price_list,price0705,enc_company,enc_model,price1605,sold,car_kind
243,46437769.0,שברולט,בלייזר (2019 ואילך),194000.0,3649.0,2019,2,88000,7,10/2023,0.0,0.0,1,0.0,0,2,תל אביב יפו,135600.0,-1.0,8,238,-1.0,1,ג'יפים
244,99860629.0,יונדאי,טוסון,146000.0,1591.0,2020,1,48000,7,02/2024,0.0,0.0,2,0.0,0,2,תל אביב יפו,146100.0,146000.0,1,1,-1.0,1,ג'יפים
245,88920256.0,ג'יפ / Jeep,גרנד צ'ירוקי,224000.0,3604.0,2019,1,94000,7,05/2024,0.0,0.0,2,0.0,0,2,גבעתיים,255200.0,224000.0,16,9,-1.0,1,ג'יפים
246,51335546.0,לנד רובר,ריינג' רובר איווק,385000.0,1997.0,2022,1,8700,7,06/2023,0.0,0.0,6,0.0,0,2,תל אביב יפו,301700.0,385000.0,27,237,395000.0,0,ספורט
247,86444994.0,סקודה,קודיאק,159000.0,1984.0,2018,1,103000,7,06/2023,0.0,0.0,4,0.0,0,2,פתח תקווה,178300.0,129900.0,3,4,175000.0,0,מיניוואנים
248,68321457.0,סוזוקי,גרנד ויטרה,51500.0,2393.0,2009,2,200000,7,11/2023,0.0,0.0,2,0.0,0,2,ראשון לציון,48100.0,48500.0,12,44,48500.0,0,ג'יפים
249,88366993.0,מיצובישי,אאוטלנדר,98900.0,1998.0,2016,1,169500,7,09/2023,0.0,0.0,0,0.0,0,2,מודיעין מכבים רעות,94900.0,-1.0,4,0,-1.0,1,ג'יפים
250,55929040.0,יונדאי,טוסון,140000.0,1999.0,2020,1,20000,7,08/2023,0.0,0.0,0,0.0,0,2,חולון,147200.0,140000.0,1,1,135000.0,0,ג'יפים
251,81705580.0,אאודי,Q2,110000.0,1395.0,2017,2,55318,7,10/2023,0.0,0.0,0,0.0,0,2,תל אביב יפו,116700.0,-1.0,10,135,-1.0,1,יוקרה
253,41073835.0,טויוטה,לנד קרוזר קצר,305000.0,2755.0,2021,1,30000,6,10/2024,0.0,9.0,0,0.0,0,2,כפר קאסם,311000.0,270000.0,0,50,270000.0,0,ג'יפים
256,59515148.0,מאזדה,CX-5,165450.0,2488.0,2019,1,34000,7,02/2024,0.0,0.0,0,0.0,0,2,קרית אונו,154600.0,151000.0,6,7,-1.0,1,ג'יפים
257,46474126.0,טויוטה,לנד קרוזר קצר,93000.0,2982.0,2007,5,320000,6,05/2023,0.0,0.0,1,0.0,0,2,ראשון לציון,100300.0,-1.0,0,50,-1.0,1,ג'יפים
258,44997332.0,מיצובישי,אאוטלנדר,137000.0,1998.0,2020,2,72000,7,01/2024,0.0,1.0,1,0.0,0,2,ראשון לציון,136800.0,115000.0,4,0,140000.0,0,ג'יפים
259,95529872.0,קיה,ספורטז',24000.0,2656.0,2009,1,290000,7,12/2023,0.0,1.0,1,0.0,0,2,גאליה,26000.0,77000.0,2,2,24000.0,0,משפחתיים
260,81549949.0,אאודי,Q3,170000.0,1498.0,2019,2,32400,7,12/2023,0.0,0.0,0,0.0,0,2,רמת גן,174500.0,69000.0,10,21,149900.0,0,ג'יפים
261,93336184.0,מאזדה,CX-5,188000.0,2488.0,2020,1,28000,7,07/2023,0.0,0.0,0,0.0,0,2,אור יהודה,186700.0,188000.0,6,7,-1.0,1,ג'יפים
262,77198490.0,סקודה,קודיאק,145000.0,1395.0,2018,1,57000,7,02/2024,0.0,0.0,0,0.0,0,2,גני תקווה,149100.0,165000.0,3,4,140000.0,0,מיניוואנים
263,61373874.0,מאזדה,CX-5,77000.0,1998.0,2014,3,108000,7,07/2023,0.0,0.0,3,0.0,0,2,רמלה,76600.0,77000.0,6,7,72000.0,0,ג'יפים
264,74665964.0,ניסאן,אקס טרייל,129000.0,1332.0,2021,1,90000,7,01/2024,0.0,0.0,3,0.0,0,2,בת ים,137800.0,125000.0,5,8,146000.0,0,מיניוואנים
265,97402912.0,ניסאן,אקס טרייל,145000.0,1749.0,2020,1,31500,6,09/2023,0.0,0.0,3,0.0,0,2,בני ברק,159800.0,95000.0,5,8,151000.0,0,מיניוואנים
266,48532721.0,טויוטה,RAV4 הייבריד,168000.0,2487.0,2019,1,132000,7,10/2023,0.0,0.0,3,0.0,0,2,מודיעין מכבים רעות,155100.0,168000.0,0,18,-1.0,1,ג'יפים
267,51163433.0,ג'יפ / Jeep,גרנד צ'ירוקי,290000.0,3604.0,2022,2,14000,7,09/2023,0.0,0.0,3,0.0,0,2,ראשון לציון,317500.0,290000.0,16,9,332000.0,0,ג'יפים
268,69296999.0,סקודה,קודיאק,154900.0,1395.0,2018,1,67000,7,01/2024,0.0,0.0,0,0.0,0,2,רמת גן,163800.0,172000.0,3,4,141000.0,0,מיניוואנים
269,85613420.0,וולוו,XC60,289000.0,1969.0,2020,2,60000,3,12/2023,0.0,0.0,0,0.0,0,2,תל אביב יפו,292800.0,270000.0,22,32,245000.0,0,ג'יפים
272,72344349.0,ג'יפ / Jeep,גרנד צ'ירוקי,270000.0,3604.0,2020,1,20000,7,07/2023,0.0,0.0,1,0.0,0,2,פתח תקווה,270800.0,-1.0,16,9,-1.0,1,ג'יפים
273,54160688.0,מיצובישי,אאוטלנדר,85000.0,1998.0,2016,1,185000,7,11/2023,0.0,0.0,2,0.0,0,2,רמת גן,92800.0,126000.0,4,0,99900.0,0,ג'יפים
274,43043047.0,מיצובישי,אאוטלנדר,47900.0,1998.0,2012,1,174000,7,04/2024,0.0,0.0,9,0.0,0,2,קרית אונו,44100.0,101000.0,4,0,45900.0,0,ג'יפים
275,51633091.0,אלפא רומיאו,סטלויו,135000.0,1995.0,2017,4,130000,7,08/2023,0.0,0.0,0,0.0,0,2,ראשון לציון,156100.0,139999.0,26,75,139999.0,0,ג'יפים
276,64059825.0,סקודה,קודיאק,170000.0,1498.0,2020,1,130000,7,02/2024,0.0,0.0,3,0.0,0,2,בית חשמונאי,178300.0,155000.0,3,4,-1.0,1,מיניוואנים
277,74982824.0,ניסאן,קשקאי,29900.0,1997.0,2010,2,181000,7,05/2024,0.0,0.0,2,0.0,0,2,ראש העין,29100.0,112600.0,5,3,-1.0,1,משפחתיים
278,45537241.0,אאודי,Q3,69500.0,1395.0,2014,2,137000,7,04/2024,0.0,0.0,2,0.0,0,2,תל אביב יפו,79000.0,-1.0,10,21,-1.0,1,ג'יפים
279,85577306.0,מאזדה,CX-5,169000.0,2488.0,2021,1,22000,7,05/2024,0.0,0.0,0,0.0,0,2,בת ים,161100.0,165000.0,6,7,-1.0,1,ג'יפים
280,75811719.0,סקודה,קודיאק,245000.0,1984.0,2020,1,37000,7,07/2023,0.0,0.0,2,0.0,0,2,ראש העין,221200.0,188000.0,3,4,139900.0,0,מיניוואנים
281,72256324.0,אאודי,E-tron Q4,340000.0,0.0,2023,1,4000,2,01/2024,0.0,0.0,0,0.0,0,2,פתח תקווה,318900.0,339000.0,10,352,369900.0,0,ג'יפים
282,53782929.0,יונדאי,iX35,71000.0,1999.0,2015,3,120000,7,01/2024,0.0,0.0,2,0.0,0,2,טירת יהודה,69900.0,65000.0,1,79,69900.0,0,ג'יפים
284,82073568.0,ג'יפ / Jeep,גרנד צ'ירוקי,109000.0,3604.0,2013,2,190000,7,08/2023,0.0,0.0,2,0.0,0,2,קרית אונו,131200.0,109000.0,16,9,100000.0,0,ג'יפים
285,42614824.0,מאזדה,CX-5,61000.0,1998.0,2012,3,98000,7,05/2023,0.0,0.0,3,0.0,0,2,קרית אונו,57800.0,61000.0,6,7,-1.0,1,ג'יפים
286,93199232.0,פיג'ו,2008,62500.0,1199.0,2017,2,61600,7,04/2024,0.0,0.0,12,0.0,0,2,אור יהודה,60500.0,62500.0,14,76,45000.0,0,משפחתיים
287,56948350.0,הונדה,HR-V,105000.0,1498.0,2020,1,47000,7,07/2023,0.0,0.0,1,0.0,0,2,תל אביב יפו,111200.0,99000.0,17,104,119000.0,0,ג'יפים
288,99497414.0,מיצובישי,אאוטלנדר,100000.0,1998.0,2016,2,86000,7,08/2023,0.0,0.0,0,0.0,0,2,פתח תקווה,92800.0,65000.0,4,0,101000.0,0,ג'יפים
291,78429918.0,סקודה,קודיאק,160000.0,1984.0,2019,1,44500,7,10/2023,0.0,0.0,2,0.0,0,2,בני ברק,175200.0,-1.0,3,4,-1.0,1,מיניוואנים
292,92004655.0,לנד רובר,ריינג' רובר איווק,298000.0,1997.0,2020,1,23000,7,07/2023,0.0,0.0,7,0.0,0,2,תל אביב יפו,244100.0,298000.0,27,237,-1.0,1,ספורט
293,85164938.0,שברולט,טראוורס,171000.0,3564.0,2018,1,117000,7,12/2023,0.0,0.0,0,0.0,0,2,פתח תקווה,186100.0,198000.0,8,33,-1.0,1,מיניוואנים
294,89384888.0,לנד רובר,דיסקברי ספורט,269000.0,1997.0,2020,1,22700,7,03/2024,0.0,0.0,0,0.0,0,2,תל אביב יפו,296400.0,269000.0,27,152,-1.0,1,ג'יפים
295,65919770.0,מיצובישי,אאוטלנדר,82000.0,1998.0,2015,3,152370,7,01/2024,0.0,0.0,1,0.0,0,2,מודיעין מכבים רעות,85900.0,128000.0,4,0,-1.0,1,ג'יפים
296,48532204.0,קיה,ספורטז',95000.0,1999.0,2017,2,45000,7,09/2023,0.0,0.0,1,0.0,0,2,ראשון לציון,97600.0,114000.0,2,2,-1.0,1,משפחתיים
299,41462208.0,קיה,ספורטז',98000.0,1999.0,2017,1,87000,7,08/2023,0.0,0.0,1,0.0,0,2,פתח תקווה,97600.0,82000.0,2,2,80000.0,0,משפחתיים
300,43693082.0,מיצובישי,אאוטלנדר,88000.0,1998.0,2016,2,224000,7,02/2024,0.0,0.0,1,0.0,0,2,פתח תקווה,105400.0,120000.0,4,0,84000.0,0,ג'יפים
304,93671596.0,ניסאן,קשקאי פלוס 2,48000.0,1997.0,2013,4,114000,7,11/2023,0.0,0.0,7,0.0,0,2,בני ברק,55200.0,60000.0,5,180,-1.0,1,מיניוואנים
305,51465926.0,קיה,ספורטז',108000.0,1999.0,2019,1,75000,7,06/2023,0.0,0.0,1,0.0,0,2,ראשון לציון,113200.0,103000.0,2,2,-1.0,1,משפחתיים
306,85518571.0,פורד,אקספלורר,180000.0,3497.0,2018,1,73250,7,05/2023,0.0,9.0,0,0.0,0,2,תל אביב יפו,178400.0,148000.0,11,28,169900.0,0,ג'יפים
307,88658070.0,יונדאי,טאראקן,45000.0,2902.0,2006,3,300000,6,05/2023,0.0,0.0,0,0.0,0,2,ראשון לציון,35600.0,45000.0,1,235,45000.0,0,ג'יפים
308,78623210.0,שברולט,טראוורס,190000.0,3564.0,2018,1,93000,7,01/2024,0.0,0.0,1,0.0,0,2,רמת גן,186100.0,174900.0,8,33,-1.0,1,מיניוואנים
309,46288890.0,יונדאי,טוסון,84000.0,1999.0,2016,1,130000,7,08/2023,0.0,0.0,2,0.0,0,2,תל אביב יפו,91600.0,-1.0,1,1,-1.0,1,ג'יפים
310,81174701.0,אאודי,Q5,200000.0,1984.0,2018,2,48000,7,04/2024,0.0,0.0,0,0.0,0,2,ראשון לציון,199200.0,125000.0,10,78,210000.0,0,ג'יפים
311,91355366.0,פורשה,קאיין,320000.0,2995.0,2017,1,102000,3,04/2024,0.0,0.0,1,0.0,0,2,פתח תקווה,320800.0,309000.0,32,160,249900.0,0,ספורט
312,87894344.0,קיה,ספורטז',99000.0,1591.0,2018,2,35000,7,09/2023,0.0,0.0,0,0.0,0,2,ראשון לציון,89900.0,85000.0,2,2,98000.0,0,משפחתיים
313,51388360.0,יונדאי,טוסון,108000.0,1999.0,2017,1,93000,7,12/2023,0.0,0.0,0,0.0,0,2,ראשון לציון,99900.0,102000.0,1,1,105000.0,0,ג'יפים
314,75343227.0,סוזוקי,ויטרה,67000.0,1586.0,2016,1,190000,7,04/2023,0.0,0.0,1,0.0,0,2,תל אביב יפו,77400.0,63000.0,12,36,77000.0,0,משפחתיים
315,57829010.0,אאודי,Q7,320000.0,2967.0,2019,2,75000,1,12/2023,0.0,0.0,2,0.0,0,2,רמת גן,344500.0,-1.0,10,62,-1.0,1,ג'יפים
316,64532786.0,מיצובישי,פג'רו קצר,78000.0,3200.0,2008,6,273000,6,09/2024,0.0,0.0,3,0.0,0,2,ראשון לציון,87500.0,78000.0,4,181,85000.0,0,ג'יפים
317,51317372.0,יונדאי,טוסון,96500.0,1999.0,2017,3,77000,7,03/2024,0.0,0.0,3,0.0,0,2,פתח תקווה,99700.0,107000.0,1,1,89000.0,0,ג'יפים
318,53007268.0,הונדה,CR-V,66000.0,1997.0,2014,1,150000,7,02/2024,0.0,0.0,1,0.0,0,2,ראשון לציון,69000.0,71000.0,17,99,65000.0,0,ג'יפים
319,88534631.0,יונדאי,טוסון,129800.0,1999.0,2020,1,19900,7,01/2024,0.0,0.0,9,0.0,0,2,חולון,128500.0,125400.0,1,1,134000.0,0,ג'יפים
320,82937586.0,יגואר,F-Pace,299000.0,1997.0,2020,1,37000,7,07/2023,0.0,0.0,0,0.0,0,2,רמת גן,268600.0,-1.0,46,340,-1.0,0,ג'יפים
321,43662875.0,ג'יפ / Jeep,רנגלר ארוך,360000.0,1995.0,2021,1,40000,3,05/2023,0.0,0.0,2,0.0,0,2,תל אביב יפו,382900.0,360000.0,16,45,350000.0,0,ג'יפים
322,55160378.0,ב.מ.וו,X1,145000.0,1998.0,2017,2,100000,7,12/2023,0.0,0.0,2,0.0,0,2,מודיעין מכבים רעות,135600.0,141000.0,9,81,-1.0,1,יוקרה
323,55680920.0,ניסאן,קשקאי,42000.0,1997.0,2012,1,228000,7,10/2023,0.0,0.0,1,0.0,0,2,ראשון לציון,42800.0,69000.0,5,3,34900.0,0,משפחתיים
327,69521177.0,מיצובישי,אאוטלנדר PHEV,168000.0,2360.0,2020,1,78000,3,07/2023,0.0,0.0,0,0.0,0,2,ראשון לציון,171400.0,128000.0,4,67,155000.0,0,ג'יפים
328,42885110.0,מזראטי,לבנטה,359000.0,2979.0,2019,3,78000,7,01/2024,0.0,0.0,0,0.0,0,2,גני תקווה,455600.0,359000.0,42,234,339000.0,0,ג'יפים
331,87780467.0,שברולט,קפטיבה,34000.0,2997.0,2014,2,130000,7,03/2024,0.0,0.0,8,0.0,0,2,תל אביב יפו,39900.0,40000.0,8,137,29500.0,0,מיניוואנים
333,41428952.0,טויוטה,RAV4 הייבריד,106000.0,2494.0,2016,1,155000,7,05/2023,0.0,0.0,1,0.0,0,2,תל אביב יפו,117600.0,106000.0,0,18,111000.0,0,ג'יפים
334,74931205.0,מיצובישי,ASX,80000.0,1998.0,2018,1,65500,7,10/2023,0.0,0.0,9,0.0,0,2,תל אביב יפו,93500.0,-1.0,4,77,-1.0,1,משפחתיים
336,59632343.0,מיצובישי,אאוטלנדר,91000.0,1998.0,2016,3,147000,7,05/2023,0.0,0.0,3,0.0,0,2,ראשון לציון,92800.0,45000.0,4,0,89900.0,0,ג'יפים
337,87138726.0,אופל,גרנדלנד X,125000.0,1499.0,2020,1,37800,6,03/2024,0.0,0.0,1,0.0,0,2,כפר הנגיד,100800.0,-1.0,24,335,-1.0,0,משפחתיים
338,55744472.0,פולקסווגן,טיגואן,107000.0,1984.0,2017,1,62000,7,10/2024,0.0,0.0,2,0.0,0,2,תל אביב יפו,123000.0,-1.0,13,56,-1.0,1,ג'יפים
339,83639267.0,מזראטי,לבנטה,355000.0,2979.0,2018,2,47000,7,08/2023,0.0,0.0,6,0.0,0,2,תל אביב יפו,366700.0,259900.0,42,234,329000.0,0,ג'יפים
340,92817049.0,ב.מ.וו,X3,140000.0,1997.0,2016,2,91000,7,06/2023,0.0,3.0,0,0.0,0,2,תל אביב יפו,131700.0,140000.0,9,49,134900.0,0,ג'יפים
341,73467881.0,מאזדה,CX-5,68000.0,1998.0,2014,4,180000,7,01/2024,0.0,0.0,2,0.0,0,2,ראשון לציון,70000.0,68000.0,6,7,68000.0,0,ג'יפים
342,96449400.0,ניסאן,קשקאי,180000.0,1332.0,2022,1,10000,7,06/2023,0.0,9.0,0,0.0,0,2,פתח תקווה,180400.0,-1.0,5,3,-1.0,1,משפחתיים
343,82749708.0,מיצובישי,אאוטלנדר,33000.0,1998.0,2011,2,200000,7,05/2023,0.0,1.0,2,0.0,0,2,ראש העין,40500.0,33000.0,4,0,39500.0,0,ג'יפים
344,98866065.0,ניסאן,אקס טרייל,136000.0,1332.0,2020,1,56000,7,05/2023,0.0,1.0,3,0.0,0,2,ראש העין,154200.0,99900.0,5,8,164000.0,0,מיניוואנים
345,85180227.0,סוזוקי,ויטרה,95000.0,998.0,2020,2,20000,7,11/2023,0.0,1.0,3,0.0,0,2,ראשון לציון,101600.0,-1.0,12,36,-1.0,1,משפחתיים
346,76401156.0,יונדאי,טוסון,144000.0,1591.0,2020,2,42000,7,02/2024,0.0,0.0,3,0.0,0,2,פתח תקווה,146100.0,140000.0,1,1,139550.0,0,ג'יפים
347,42561647.0,ג'יפ / Jeep,גרנד צ'ירוקי,82000.0,3604.0,2013,3,187000,7,05/2023,0.0,0.0,3,0.0,0,2,מודיעין מכבים רעות,103400.0,82000.0,16,9,110000.0,0,ג'יפים
348,65733583.0,יונדאי,סנטה פה,45900.0,2656.0,2009,2,290000,7,08/2023,0.0,0.0,2,0.0,0,2,בת ים,40000.0,40000.0,1,51,39900.0,0,ג'יפים
350,94156966.0,טויוטה,RAV4 הייבריד,175000.0,2487.0,2019,1,43000,7,10/2023,0.0,0.0,0,0.0,0,2,רמת גן,155100.0,-1.0,0,18,-1.0,1,ג'יפים
351,43000338.0,ב.מ.וו,X6,130000.0,2979.0,2014,3,160000,7,05/2023,0.0,0.0,0,0.0,0,2,פתח תקווה,151700.0,139000.0,9,144,139000.0,0,ג'יפים
352,52150527.0,סקודה,קארוק,108000.0,1598.0,2018,1,69300,6,11/2023,0.0,0.0,10,0.0,0,2,מודיעין מכבים רעות,105300.0,97048.0,3,65,120000.0,0,משפחתיים
