,ad_num,company,model,price,engine,year,hand,km,eng_kind,test,current_owner,prev_owner,צבע,gearbox,trader,area,sub_area
758,99731690,קיה,ספורטז',112000.0,1598,2019,1,48000,6,08/2023,0,0,שחור,0,0,25,חיפה
759,82035124,ב.מ.וו,X3,305000.0,1998,2021,1,72000,3,05/2024,0,0,לבן,0,0,25,שכניה
760,91577929,מרצדס,GLE,,2999,2021,1,45000,7,06/2023,0,0,לבן,0,0,25,שמשית
761,71510913,ניסאן,קשקאי,98800.0,1461,2020,1,78000,6,02/2024,0,0,לבן,0,0,25,עיילבון
762,92025063,יונדאי,סנטה,,2151,2021,2,71000,6,08/2023,0,0,לבן,0,0,25,שפרעם
763,93343032,לנד,רובר,500000.0,1997,2020,1,85000,3,05/2023,0,0,שחור,0,0,25,כרמיאל
764,62041515,ג'יפ,/,,2987,2008,4,250000,6,05/2023,0,0,אפור,0,0,25,נצרת עילית / נוף הגליל
765,65688745,סוזוקי,ג'ימני,156006.0,1462,2022,1,9400,7,09/2023,0,0,אפור,0,0,25,כפר יאסיף
766,79946716,קופרה,פורמנטור,250000.0,1984,2023,1,6100,7,01/2024,0,0,אפור,0,0,25,שבי ציון
767,71559603,לנד,רובר,500000.0,1997,2020,2,70000,3,06/2023,0,0,שחור,0,0,25,עכו
768,72424080,אאודי,Q7,310000.0,2967,2019,2,117000,6,04/2023,3,0,אפור,0,0,25,בית זרע
769,98196606,ניסאן,קשקאי,129000.0,1332,2019,1,50000,7,08/2023,0,0,כסוף,0,0,25,קרית אתא
770,51828279,לנד,רובר,,2997,2021,1,39000,6,10/2023,0,0,לבן,0,0,25,גבעת אבני
771,96563307,לנד,רובר,329000.0,1999,2019,3,97000,7,11/2023,0,0,לבן,0,0,25,חיפה
772,85933839,ניסאן,אקס,155000.0,1332,2021,2,37000,7,01/2024,0,0,שחור,0,0,25,חיפה
773,46523106,אאודי,Q5,,1984,2017,2,91000,7,01/2024,0,0,לבן,0,0,25,כפר חיטים
774,85933839,ניסאן,אקס,155000.0,1332,2021,2,37000,7,01/2024,0,0,שחור,0.0,0,25,חיפה
775,58056525,ג'יפ,/,290000.0,3604,2020,2,42000,7,08/2023,0,0,אפור,0.0,0,25,מעלות תרשיחא
776,64894452,טויוטה,לנד,,2755,2017,1,60000,6,09/2023,0,0,לבן,0.0,0,25,נצרת
777,78719109,מאזדה,CX-5,112000.0,1998,2018,3,53800,7,01/2024,0,0,לבן,0.0,0,25,נהריה
778,66287771,ג'יפ,/,272000.0,1995,2021,3,41200,7,09/2023,0,0,לבן,0.0,0,25,חיפה
779,47411026,מרצדס,GLE,539000.0,1991,2023,1,4000,7,03/2023,0,0,אפור,0.0,0,25,קרית אתא
780,52670696,טויוטה,לנד,262000.0,2755,2017,1,273000,6,06/2023,3,0,לבן,0.0,0,25,עיילבון
781,72311140,מרצדס,GLC-Class,248000.0,1991,2017,2,128000,7,03/2024,0,0,לבן,0.0,0,25,כפר יאסיף
782,43854811,מאזדה,CX-5,92000.0,1998,2016,1,130000,7,08/2023,0,0,לבן,0.0,0,25,נצרת עילית / נוף הגליל
783,46551429,פיג'ו,בוקסר,70000.0,2198,2015,1,224000,6,08/2023,0,0,לבן,,0,25,קרית אתא
784,65444827,פיג'ו,בוקסר,115000.0,1997,2019,1,130383,6,11/2023,1,0,לבן,,0,25,קרית שמונה
785,49036152,יונדאי,H350,83000.0,2497,2017,2,140000,6,08/2024,0,0,לבן,,0,25,קרית אתא
786,99109900,איסוזו,4X4,36900.0,2999,2004,4,260000,6,03/2024,0,0,ירוק,0.0,0,25,כפר יאסיף
787,53120973,רנו,מאסטר,140000.0,2299,2020,2,15000,6,07/2023,3,3,לבן,,0,25,דייר אל אסד
788,62482673,פיג'ו,בוקסר,132150.0,1997,2020,1,185339,6,03/2024,1,3,לבן,,0,25,קרית שמונה
789,94238783,איסוזו,4X4,,1898,2023,1,9999999,6,03/2024,0,3,כחול,0.0,0,25,חיפה
790,96166476,מיצובישי,L200,37000.0,2477,2008,2,415000,6,10/2023,0,0,שחור,0.0,0,25,מגדל העמק
791,55744215,פיאט,דובלו,50000.0,1248,2019,2,133000,6,03/2024,0,2,לבן,,0,25,קרית שמונה
792,55744215,פיאט,דובלו,50000.0,1248,2019,2,133000,6,03/2024,0,2,לבן,,0,25,קרית שמונה
793,55813806,מרצדס,ספרינטר,220000.0,2987,2021,1,30000,6,07/2023,0,2,לבן,0.0,0,25,בוקעתא
794,77501029,טויוטה,היילקס,107000.0,2494,2012,3,290000,6,02/2024,3,3,לבן,,0,25,כפר ורדים
795,96166476,מיצובישי,L200,37000.0,2477,2008,2,415000,6,10/2023,0,0,שחור,0.0,0,25,מגדל העמק
796,84954291,איסוזו,2X4,45000.0,2499,2011,2,430000,6,01/2024,3,3,לבן,,0,25,כפר ורדים
797,61254816,איסוזו,4X4,265000.0,1898,2022,1,7500,6,01/2024,0,3,שחור,0.0,0,25,חנתון
798,53214612,פיאט,דוקאטו,215000.0,2184,2022,1,23756,5,03/2023,3,3,לבן,0.0,0,25,מעלות תרשיחא
799,42215625,פולקסווגן,קראוול,,1968,2020,1,23756,6,07/2023,0,3,לבן,0.0,0,25,נצרת
800,76727325,יונדאי,H1,125000.0,2497,2018,1,70000,6,02/2024,0,3,לבן,0.0,0,25,טבריה
801,55093866,איסוזו,4X4,199300.0,1898,2021,2,107100,6,02/2024,0,0,כסף,0.0,0,25,יפיע
802,48505420,מאן,TGE,225000.0,1968,2022,1,40000,6,09/2023,0,0,לבן,0.0,0,25,מגדל העמק
803,45191500,מרצדס,ספרינטר,210000.0,2987,2021,1,5500,6,02/2024,0,0,לבן,0.0,0,25,ג'וליס
804,88075539,מיצובישי,טרייטון,,2442,2016,1,280000,6,06/2023,3,0,לבן,0.0,0,25,ריינה
805,89283268,פיג'ו,פרטנר,,1560,2011,2,250000,6,07/2023,0,1,לבן,,0,25,אשדות יעקב איחוד
806,47060253,טויוטה,היילקס,74999.0,2494,2008,2,400000,6,11/2023,0,9,אפור,,0,25,טמרה
807,41797656,דודג',ראם,50000.0,6700,2015,1,181000,6,05/2023,3,9,שחור,0.0,0,25,חיפה
808,84973549,סיטרואן,ברלינגו,,1560,2017,1,148000,6,01/2024,0,9,לבן,,0,25,חיפה
809,44527301,מיצובישי,L200,,2268,2021,1,52500,6,08/2023,0,9,לבן,0.0,0,25,מג'ד אל כרום
810,43497783,ניסאן,מקסימה,,3498,2021,1,25000,7,,0,,כסוף,0,0,25,נצרת
811,98893193,סקודה,אוקטביה,74000.0,1395,2017,1,154000,7,01/2024,0,,חום,0,0,25,ירכא
812,85514532,ב.מ.וו,סדרה,265000.0,1998,2018,1,82000,3,02/2024,0,,אפור,0,0,25,חיפה
813,49221705,טויוטה,C-HR,122000.0,1798,2019,1,68000,7,11/2023,0,,לבן,0,0,25,קרית מוצקין
814,67211953,מרצדס,E-Class,,1991,2022,1,7500,3,01/2024,0,,שחור,0,0,25,נצרת
815,89111589,אאודי,A8,225000.0,2995,2017,2,140000,7,06/2023,0,0.0,שחור,0,0,25,קרית ים
816,62567546,פורד,פוקוס,,1496,2021,1,30000,7,04/2023,0,0.0,לבן,0,0,25,כרמיאל
817,65315880,מאזדה,3,,1998,2018,1,62000,7,01/2024,0,0.0,פלטינה,0,0,25,חיפה
818,76673822,אופל,אסטרה,18000.0,1364,2014,2,169000,7,07/2023,0,1.0,חום,0,0,25,חיפה
819,67359808,פיג'ו,3008,8000.0,1598,2011,3,152000,7,05/2023,0,0.0,חום,0,0,25,חיפה
820,86345130,קיה,פיקנטו,39000.0,1248,2014,4,95000,7,05/2023,0,0.0,שחור,0,0,25,קרית שמונה
821,63933437,סיאט,לאון,65000.0,1395,2017,2,119000,7,05/2024,0,0.0,שחור,0,0,25,חיפה
822,57512406,פולקסווגן,גולף,,1984,2011,5,148000,7,02/2024,0,0.0,לבן,0,0,25,מעלות תרשיחא
823,91375764,אופל,מוקה,62000.0,1364,2017,2,106000,7,07/2023,0,0.0,אפור,0,0,25,עין המפרץ
824,81844404,פיג'ו,508,42000.0,1598,2015,2,139000,7,11/2023,0,0.0,כסוף,0,0,25,חספין
825,74622279,יונדאי,i30,34500.0,1591,2013,2,179350,7,04/2024,0,1.0,חום,0,0,25,חיפה
826,65443902,מאזדה,3,97000.0,1998,2019,3,55000,7,06/2023,0,0.0,לבן,0,0,25,קרית ים
827,74774184,טויוטה,קאמרי,39500.0,3456,2011,3,274000,7,06/2024,0,0.0,לבן,0,0,25,חיפה
828,75957256,סוזוקי,איגניס,86000.0,1197.0,2020,1,23200,7,10/2023,0,,אפור,0.0,0,25,חיפה
829,93066165,הונדה,ג'אז,23999.0,1339.0,2014,2,286000,7,04/2023,0,9.0,אדום,0.0,0,25,מעלות תרשיחא
830,49383466,יונדאי,i30,28000.0,1591.0,2013,3,230000,7,12/2023,0,0.0,אפור,0.0,0,25,דפנה
831,64397269,מאזדה,3,88000.0,1998.0,2018,1,70000,7,05/2023,0,0.0,שחור,0.0,0,25,עיילבון
832,65566515,שברולט,ספארק,11500.0,1206.0,2011,2,200000,7,04/2024,0,0.0,אדום,,0,25,טבריה
833,46670309,שברולט,ספארק,12000.0,1206.0,2011,2,149000,7,03/2024,0,0.0,שחור,,0,25,חיפה
834,74755247,מרצדס,A-Class,85000.0,1595.0,2016,1,119000,7,01/2024,0,0.0,לבן,0.0,0,25,חיפה
835,76075806,סוזוקי,SX4,35000.0,1586.0,2014,2,210000,7,09/2023,0,0.0,שחור,,0,25,רקפת
836,51823425,אאודי,A3,145000.0,1798.0,2016,3,165000,7,01/2024,0,0.0,לבן,0.0,0,25,כפר כנא
837,44097403,טסלה,מודל,170000.0,,2021,2,55000,2,05/2023,0,0.0,לבן,0.0,0,25,חצור הגלילית
838,69007276,טסלה,מודל,250000.0,,2022,1,30000,2,03/2024,0,0.0,אפור,0.0,0,25,גבעת אבני
839,96611971,ב.מ.וו,סדרה,,4395.0,2020,1,48000,7,03/2024,0,0.0,שחור,0.0,0,25,שעב
840,44264276,לקסוס,GS300H,144000.0,2494.0,2017,2,69000,7,01/2024,0,0.0,לבן,0.0,0,25,חיפה
841,82369678,הונדה,ג'אז,40000.0,1339.0,2015,2,195000,7,02/2024,0,0.0,לבן,0.0,0,25,מעלות תרשיחא
842,82819994,וולוו,S60,105000.0,1969.0,2018,2,76000,7,09/2023,0,0.0,שחור,0.0,0,25,חיפה
843,54182966,סקודה,סיטיגו,17500.0,999.0,2013,3,126248,7,04/2024,0,0.0,אפור,,0,25,נהריה
844,74918347,אאודי,S5,,2995.0,2018,3,48000,7,06/2023,0,0.0,אפור,0.0,0,25,כרמיאל
845,67130662,קאדילק,CTS,14000.0,2792.0,2006,5,200000,7,08/2023,0,0.0,אפור,0.0,0,25,קרית אתא
846,81308326,וולוו,V40,72000.0,1498.0,2018,2,127000,7,12/2023,0,3,כסוף,0.0,0,25,טבריה
847,67130662,קאדילק,CTS,14000.0,2792.0,2006,5,200000,7,08/2023,0,0,אפור,0.0,0,25,קרית אתא
848,94089282,ב.מ.וו,סדרה,210000.0,2979.0,2015,1,103000,7,02/2024,0,0,שחור,0.0,0,25,נצרת
849,81328639,פיג'ו,208,32000.0,1199.0,2016,4,112000,7,11/2023,0,0,בורדו,0.0,0,25,כפר תבור
850,68890815,טויוטה,C-HR,,1798.0,2018,3,78700,7,10/2023,0,0,כסוף,0.0,0,25,קרית מוצקין
851,57294605,קיה,פיקנטו,30000.0,1248.0,2013,3,170000,7,03/2024,0,1,שחור,0.0,0,25,חיפה
852,61950944,פולקסווגן,גולף,25000.0,1197.0,2013,1,212000,7,02/2024,0,1,שחור,0.0,0,25,חיפה
853,97997058,קיה,נירו,94000.0,1580.0,2017,2,118000,7,05/2024,0,0,לבן,0.0,0,25,חיפה
854,87773745,קיה,ריו,15000.0,1493.0,2011,3,263000,6,02/2024,0,0,לבן,,0,25,בית ג'ן
855,99241031,אאודי,RS5,555555.0,2894.0,2021,2,23000,7,05/2023,0,0,אפור,0.0,0,25,קרית ביאליק
856,72462273,קיה,סטוניק,107500.0,998.0,2020,1,18000,7,10/2023,0,0,כסוף,0.0,0,25,חיפה
857,97941790,מיצובישי,אטראז',39000.0,1193.0,2017,3,111000,7,10/2023,0,0,לבן,0.0,0,25,חיפה
858,58897632,טסלה,מודל,740000.0,,2023,1,1000,2,04/2024,0,0,אפור,0.0,0,25,עכו
859,83142909,פיג'ו,3008,130000.0,1199.0,2020,2,59000,7,10/2023,0,0,לבן,0.0,0,25,כפר ורדים
860,58268485,סקודה,אוקטביה,213000.0,1984.0,2022,1,12000,7,08/2023,0,0,שחור,0.0,0,25,יפיע
861,84215628,טויוטה,C-HR,99000.0,1798.0,2017,2,87000,7,08/2023,0,0,כסוף,0.0,0,25,טבריה
862,57687522,סובארו,XV,,1995.0,2019,1,100000,7,12/2023,0,0,אפור,0.0,0,25,יובלים
863,63423111,סובארו,אימפרזה,30000.0,1600.0,2013,2,137358,7,09/2023,0,0,שחור,0.0,0,25,חיפה
864,66390405,פולקסווגן,פאסאט,100000.0,1798.0,2018,2,100000,7,06/2023,0,0,לבן,0.0,0,25,בוקעתא
865,85215254,מרצדס,A-Class,282000.0,1332.0,2022,1,15000,3,03/2024,0,0,אפור,0.0,0,25,טמרה
866,66281807,שברולט,ספארק,16000.0,1206.0,2013,2,138000,7,12/2024,0,0,כחול,,0,25,טל אל
867,79282071,מרצדס,E-Class,410000.0,1950.0,2021,2,39000,1,09/2023,0,7,כחול,0.0,0,25,נצרת
868,53789497,טסלה,מודל,219000.0,,2021,1,40000,2,06/2023,0,7,אפור,0.0,0,25,כפר תבור
869,74990015,לקסוס,CT200H,78000.0,1798.0,2016,1,140000,7,09/2023,0,7,כחול,0.0,0,25,חיפה
870,87575831,אאודי,A4,299000.0,1984.0,2023,1,3500,7,01/2026,0,7,שחור,0.0,0,25,קרית אתא
871,47838395,סיאט,איביזה,105000.0,999.0,2021,1,41,7,06/2023,0,7,לבן,0.0,0,25,קרית שמונה
872,82375266,טסלה,מודל,220300.0,,2022,1,69286,2,02/2024,0,7,אפור,0.0,0,25,קרית ביאליק
873,69198113,טסלה,מודל,231000.0,,2022,1,35000,2,06/2024,0,7,לבן,0.0,0,25,חיפה
874,55533630,טויוטה,C-HR,93000.0,1798.0,2018,1,170000,7,07/2023,0,7,כסוף,0.0,0,25,חד נס
875,82765676,מרצדס,S-Class,25000.0,3724.0,2005,5,185000,7,06/2023,0,0,פלטינה,0.0,0,25,כרמיאל
876,72024311,קיה,פיקנטו,,1248.0,2019,2,44000,7,02/2024,0,0,אדום,0.0,0,25,בית ג'ן
877,68480695,טסלה,מודל,180000.0,,2021,1,39000,2,12/2023,0,0,לבן,0.0,0,25,מגדל העמק
878,59194177,מאזדה,3,97000.0,1998.0,2018,3,100000,7,04/2023,0,0,אפור,0.0,0,25,נצרת
879,67308773,יונדאי,סונטה,162500.0,1999.0,2020,1,97000,7,10/2023,0,0,כסוף,0.0,0,25,חיפה
880,81915358,מרצדס,E-Class,410000.0,1991.0,2021,2,70000,3,01/2024,0,0,שחור,0.0,0,25,חיפה
881,89952809,מרצדס,GT,1090000.0,3982.0,2021,2,12000,7,10/2023,0,0,אפור,0.0,0,25,כרמיאל
882,79117917,אלפא,רומיאו,49000,1368.0,2015,2,125000,7,09/2023,0,0,,,0,25,חוקוק
883,63724470,ביואיק,לוצרן,16500,3791.0,2007,4,196000,7,03/2024,0,0,לבן,0.0,0,25,טל אל
884,66393562,הונדה,סיוויק,60000,1799.0,2015,3,101000,7,02/2024,0,0,שחור,0.0,0,25,חיפה
885,91055938,שברולט,ספארק,9900,1206.0,2011,2,312000,7,08/2023,0,0,כסוף,,0,25,מנוף
886,67901581,פולקסווגן,גולף,118000,1498.0,2019,1,52000,7,07/2023,0,0,אפור,0.0,0,25,דייר אל אסד
887,89952809,מרצדס,GT,1090000,3982.0,2021,2,12000,7,10/2023,0,0,אפור,0.0,0,25,כרמיאל
888,97642682,ב.מ.וו,סדרה,48000,1598.0,2014,4,174000,7,02/2024,0,0,לבן,0.0,0,25,עכו
889,62036790,סקודה,ראפיד,54000,1395.0,2017,1,145000,7,09/2023,0,0,אפור,0.0,0,25,אמנון
890,58334909,סובארו,XV,130000,1995.0,2019,1,18000,7,05/2024,0,0,שחור,0.0,0,25,רקפת
891,47257970,מרצדס,S-Class,550000,4663.0,2017,2,140000,7,05/2024,0,0,לבן,0.0,0,25,נצרת עילית / נוף הגליל
892,86881379,קיה,פיקנטו,65000,1248.0,2018,1,72500,7,02/2024,0,0,בז',0.0,0,25,חיפה
893,84772820,מרצדס,CLA,175000,1595.0,2018,1,79000,7,02/2024,0,0,שחור,0.0,0,25,נצרת
894,98218477,יונדאי,איוניק,91000,1580.0,2017,1,64000,7,08/2023,0,0,לבן,0.0,0,25,חיפה
895,56884458,טסלה,מודל,200000,,2021,1,35000,2,09/2024,0,0,לבן,0.0,0,25,חיפה
896,81369823,פיג'ו,3008,120000,1199.0,2019,1,43500,7,11/2023,0,0,אדום,0.0,0,25,חיפה
897,91162065,רנו,קליאו,27500,1197.0,2014,3,177000,7,05/2023,1,0,לבן,0.0,0,25,נצרת עילית / נוף הגליל
898,99082312,קיה,נירו,105000,1580.0,2018,1,93244,7,08/2023,0,0,לבן,0.0,0,25,צפת
899,47115873,מרצדס,CLA,110000,1595.0,2015,2,190000,7,02/2024,0,0,שחור,0.0,0,25,שפרעם
900,64901024,אופל,אינסיגניה,115000,1490.0,2019,1,43000,7,05/2023,0,,שחור,0,0,25,מעלות תרשיחא
901,88447150,סיאט,איביזה,28000,1197.0,2012,2,186000,7,04/2024,0,0.0,שחור,0,0,25,חיפה
902,73820836,אופל,מוקה,155000,,2022,1,25000,2,01/2026,0,0.0,אפור,0,0,25,בית ג'ן
903,58296731,סוזוקי,בלנו,49000,1242.0,2016,3,71000,7,08/2023,0,0.0,כחול,0,0,25,חיפה
904,72240053,מאזדה,2,69000,1496.0,2018,1,125000,7,01/2024,0,0.0,לבן,0,0,25,קצרין
905,56227695,אינפיניטי,Q70,58000,3696.0,2012,4,274000,7,01/2024,0,0.0,שחור,0,0,25,קרית ביאליק
906,77936389,שברולט,סוניק,14200,1598.0,2014,2,196000,7,04/2023,0,0.0,לבן,0,0,25,פוריה כפר עבודה
907,77997652,ביואיק,לה,24000,3791.0,2008,3,127000,7,11/2023,0,0.0,שחור,0,0,25,שפרעם
908,57404337,ב.מ.וו,סדרה,195000,1499.0,2021,1,53500,7,04/2024,0,0.0,לבן,0,0,25,שכניה
909,66202532,אאודי,A1,100000,999.0,2018,1,90500,7,07/2023,0,0.0,לבן,0,0,25,פסוטה
910,72786858,סקודה,סופרב,169000,1984.0,2022,1,38000,7,04/2024,0,0.0,כסוף,0,0,25,חיפה
911,94239905,פורשה,911,850000,2981.0,2020,4,40000,7,03/2024,0,0.0,שחור,0,0,25,נצרת
912,54329559,מרצדס,E-Class,271200,1991.0,2018,3,60000,3,08/2023,0,0.0,שחור,0,0,25,דייר אל אסד
913,76932812,מרצדס,CLA,175000,1595.0,2017,2,115000,7,04/2023,0,0.0,שחור,0,0,25,מג'דל שמס
914,61010853,אאודי,A1,55000,999.0,2016,3,140000,7,06/2023,0,1.0,שחור,0,0,25,מעלות תרשיחא
915,42849159,ניסאן,מיקרה,55000,1198.0,2018,1,70050,7,06/2023,0,1.0,לבן,0,0,25,ראמה
916,61442625,טויוטה,קאמרי,193000,2487.0,2022,1,21000,7,03/2024,0,1.0,כסוף,0,0,25,צפת
917,95841860,רנו,פלואנס,21000,1461.0,2012,2,220000,6,10/2023,0,0.0,לבן,0,0,25,טל אל
918,64339001,סקודה,סופרב,,1984.0,2020,1,63000,7,,0,,שחור,0,0,25,כרמיאל
919,61442625,טויוטה,קאמרי,193000.0,2487.0,2022,1,21000,7,03/2024,0,,כסוף,0,0,25,צפת
920,52910743,מרצדס,E-Class,,1991.0,2023,1,100,3,03/2024,0,,שחור,0,0,25,שעב
921,79561876,ב.מ.וו,סדרה,390000.0,1998.0,2021,1,13000,3,12/2023,0,,לבן,0,0,25,נצרת
922,84458213,ב.מ.וו,סדרה,130000.0,1998.0,2015,3,98000,7,07/2023,0,0.0,כחול,0,0,25,נצרת
923,99551174,פיג'ו,3008,110000.0,1560.0,2018,1,135000,6,09/2023,0,0.0,לבן,0,0,25,חיפה
924,85659989,יונדאי,i30,19200.0,1591.0,2009,1,203000,7,02/2024,0,0.0,כסוף,0,0,25,כפר ורדים
925,53123533,מאזדה,6,9000.0,1999.0,2003,2,203000,7,09/2023,0,0.0,זהב,0,0,25,נצרת עילית / נוף הגליל
926,91887404,יונדאי,i20,83500.0,998.0,2020,1,29000,7,09/2023,0,0.0,כסף,0,0,25,חיפה
927,98649021,אאודי,A1,110000.0,999.0,2018,1,134000,7,03/2024,0,0.0,לבן,0,0,25,טמרה
928,58060916,ב.מ.וו,סדרה,238782.0,1998.0,2022,2,31000,7,01/2025,0,1.0,לבן,0,0,25,נצרת עילית / נוף הגליל
929,71834406,טסלה,מודל,,,2021,1,46000,2,06/2023,0,1.0,שחור,0,0,25,ג'וליס
930,55158722,טויוטה,קורולה,105000.0,1798.0,2019,1,185000,7,04/2023,0,1.0,לבן,0,0,25,חיפה
931,96336272,פיג'ו,3008,107000.0,1598.0,2017,2,101000,7,11/2023,0,0.0,לבן,0,0,25,חיפה
932,87550560,רנו,טווינגו,35000.0,898.0,2017,3,50730,7,10/2024,0,0.0,צהוב,0,0,25,חיפה
933,91761704,סקודה,ראפיד,55000.0,999.0,2018,2,120000,7,01/2024,0,1.0,לבן,0,0,25,כרמיאל
934,84070418,וולוו,S60,20000.0,1969.0,2012,4,120000,7,07/2023,0,0.0,כסוף,0,0,25,טירת כרמל
935,51783654,יגואר,XE,77000.0,1999.0,2017,2,170000,7,02/2024,0,9.0,כסוף,0,0,25,חיפה
936,51783654,יגואר,XE,77000.0,1999.0,2017,2,170000,7,02/2024,0,9,כסוף,0.0,0,25,חיפה
937,64365862,פיג'ו,208,79000.0,1199.0,2021,2,34000,7,01/2024,0,0,לבן,0.0,0,25,חיפה
938,99663198,רנו,מגאן,95000.0,1461.0,2020,1,150000,6,01/2024,0,0,לבן,0.0,0,25,דייר אל אסד
939,58538571,ב.מ.וו,סדרה,340000.0,1998.0,2021,3,30000,7,01/2024,0,0,לבן,0.0,0,25,עכו
940,71846794,יונדאי,סונטה,100000.0,1999.0,2018,1,140000,7,02/2024,0,0,שחור,0.0,0,25,גבעת אלה
941,55197984,פולקסווגן,פאסאט,55000.0,1798.0,2013,2,148000,7,01/2024,0,0,חום,0.0,0,25,טמרה
942,67543107,מרצדס,E-Class,290000.0,1991.0,2022,1,10000,7,12/2024,0,0,לבן,0.0,0,25,סח'נין
943,78650999,סיטרואן,C4,37000.0,1598.0,2017,2,137000,7,08/2023,0,1,לבן,0.0,0,25,לבון
944,64565261,מרצדס,CLS,,3498.0,2015,1,70300,7,09/2023,0,1,לבן,0.0,0,25,חיפה
945,66045282,הונדה,סיוויק,29000.0,1799.0,2009,5,187000,7,05/2023,0,0,אפור,,0,25,קרית ים
946,96174895,פורד,מוסטנג,120000.0,3700.0,2014,3,128000,7,01/2024,0,0,אפור,,0,25,סח'נין
947,46069424,מרצדס,EQA,340000.0,,2022,1,19000,2,06/2023,0,0,לבן,0.0,0,25,כפר ורדים
948,82034460,ב.מ.וו,סדרה,,1998.0,2017,3,90000,7,12/2023,0,0,לבן,0.0,0,25,חיפה
949,78394587,סקודה,אוקטביה,43000.0,1395.0,2013,2,180000,7,12/2023,0,0,ברונזה,0.0,0,25,קרית שמונה
950,75513263,אופל,קורסה,20000.0,1398.0,2013,2,153660,7,02/2024,0,0,כחול,0.0,0,25,ג'וליס
951,45090461,סקודה,אוקטביה,73000.0,1798.0,2015,4,16500,7,12/2023,0,0,לבן,0.0,0,25,נצרת עילית / נוף הגליל
952,98388465,מיצובישי,ספייס,31900.0,1193.0,2015,2,95000,7,02/2024,0,0,כסוף,0.0,0,25,חיפה
953,88919833,טויוטה,קורולה,58000.0,1598.0,2014,1,160000,7,01/2024,0,0,ברונזה,0.0,0,25,נצרת עילית / נוף הגליל
954,84846375,ב.מ.וו,סדרה,107000.0,1998.0,2016,3,116000,7,11/2023,0,0,לבן,0,0,25,כפר כנא
955,75308088,סיאט,לאון,152000.0,1984.0,2016,2,82000,7,03/2024,0,0,שחור,0,0,25,חצור הגלילית
956,84716094,פולקסווגן,פאסאט,52000.0,1798.0,2016,1,218000,7,04/2024,0,0,אפור,0,0,25,חיפה
957,94376641,אאודי,A1,105000.0,999.0,2018,1,93000,7,03/2024,0,0,לבן,0,0,25,פקיעין
958,85356059,ב.מ.וו,סדרה,250000.0,1998.0,2017,2,44000,3,09/2023,0,0,אפור,0,0,25,עיילבון
959,52312485,טויוטה,C-HR,110000.0,1798.0,2018,1,94000,7,07/2023,0,0,אפור,0,0,25,נהריה
960,68712504,ב.מ.וו,סדרה,75000.0,1598.0,2015,6,130000,7,04/2024,0,0,לבן,0,0,25,נהריה
961,49910858,פיג'ו,3008,103000.0,1199.0,2019,1,28000,7,03/2024,0,0,לבן,0,0,25,חיפה
962,65006811,מרצדס,C-Class,245000.0,1991.0,2018,1,99000,7,05/2023,0,0,כסוף,0,0,25,חיפה
963,59706288,אם.,ג'י.,123490.0,,2020,1,44000,2,01/2024,0,0,כחול,0,0,25,חיפה
964,66390229,יונדאי,וניו,102000.0,1598.0,2021,1,19000,7,07/2023,0,0,כסוף,0,0,25,חיפה
965,58344591,פיג'ו,308,24900.0,1199.0,2015,1,240500,7,06/2023,0,0,שחור,0,0,25,חיפה
966,73746893,טויוטה,C-HR,104000.0,1798.0,2018,1,115000,7,03/2024,0,0,לבן,0,0,25,כפר תבור
967,45625015,פיג'ו,3008,90000.0,1598.0,2017,2,71000,7,08/2023,0,0,לבן,0,0,25,נהריה
968,67407513,מאזדה,2,83800.0,1496.0,2020,1,46500,7,12/2023,0,0,כסוף,0,0,25,משמר הירדן
969,81917323,סקודה,סופרב,,1395.0,2022,1,40000,3,04/2024,0,0,אפור,0,0,25,נצרת עילית / נוף הגליל
970,69494880,טויוטה,קורולה,,1798.0,2019,1,51000,7,11/2023,0,0,אפור,0,0,25,גשר הזיו
971,43527184,טסלה,מודל,178000.0,,2021,2,27000,2,09/2023,0,0,לבן,0,0,25,חיפה
972,53726534,קיה,נירו,78000.0,1580,2017,1,175000,7,07/2023,0,,שחור,0,0,25,נהריה
973,62966287,ב.מ.וו,סדרה,200000.0,1998,2018,1,48000,7,02/2024,0,,לבן,0,0,25,סח'נין
974,58435866,מרצדס,A-Class,63000.0,1595,2014,4,140000,7,08/2023,0,0.0,לבן,0,0,25,נצרת עילית / נוף הגליל
975,53326594,פולקסווגן,גולף,103000.0,1395,2018,2,47000,7,10/2023,0,0.0,אפור,0,0,25,כאבול
976,82002258,אאודי,A4,64000.0,1798,2014,3,130000,7,02/2024,0,0.0,לבן,0,0,25,טמרה
977,51943771,יונדאי,i30,25000.0,1591,2012,3,240000,7,12/2023,0,2.0,כסוף,0,0,25,מעלות תרשיחא
978,72262851,מרצדס,C-Class,210000.0,1991,2016,2,93000,7,07/2023,0,0.0,אפור,0,0,25,חיפה
979,53427656,פולקסווגן,פאסאט,72900.0,1798,2016,2,100000,7,01/2024,0,0.0,שחור,0,0,25,חיפה
980,79021834,ביואיק,לה,35000.0,3564,2011,2,215000,7,01/2024,0,0.0,שחור,0,0,25,בוקעתא
981,56195448,שברולט,ספארק,37000.0,1399,2016,1,129000,7,06/2023,0,0.0,אפור,0,0,25,מעלות תרשיחא
982,51343340,ב.מ.וו,סדרה,305000.0,1998,2021,1,30000,3,10/2023,0,0.0,לבן,0,0,25,חיפה
